Word,W/million,logW,logW-CD
灾民,0.12,0.6021,0.6021
红敏,0.12,0.6021,0
鲁西,0.12,0.6021,0.6021
分光仪,0.12,0.6021,0.4771
贝弗莉山,0.12,0.6021,0.6021
窗沿,0.12,0.6021,0.4771
斯莱,0.12,0.6021,0.4771
贾柯莫,0.12,0.6021,0
桑迪·莱尔,0.12,0.6021,0
盛情难却,0.12,0.6021,0.6021
哈马斯,0.12,0.6021,0.6021
惟独,0.12,0.6021,0.6021
费戈斯,0.12,0.6021,0
核动力,0.12,0.6021,0.6021
一锅端,0.12,0.6021,0.6021
吉恩·巴提斯,0.12,0.6021,0
伯克霍尔,0.12,0.6021,0
从无到有,0.12,0.6021,0.6021
联络部,0.12,0.6021,0.6021
英卿,0.12,0.6021,0
布施,0.12,0.6021,0.4771
维苏威,0.12,0.6021,0
蟊,0.12,0.6021,0.6021
凯特·沃克,0.12,0.6021,0
麦克洛奇,0.12,0.6021,0
玉孙,0.12,0.6021,0
海床,0.12,0.6021,0.6021
阿尔·热扎尼,0.12,0.6021,0.301
春情,0.12,0.6021,0.6021
脉象,0.12,0.6021,0.4771
风景区,0.12,0.6021,0.6021
长年累月,0.12,0.6021,0.6021
阿尔德索特,0.12,0.6021,0
艾琳·格鲁维尔,0.12,0.6021,0
电话局,0.12,0.6021,0.6021
烧火,0.12,0.6021,0.6021
弗拉曼科,0.12,0.6021,0
魏克斯,0.12,0.6021,0.301
虹吸,0.12,0.6021,0.301
电瓶车,0.12,0.6021,0.6021
乳化,0.12,0.6021,0.6021
王奇柏,0.12,0.6021,0
波利维亚,0.12,0.6021,0.301
海内,0.12,0.6021,0.301
割除,0.12,0.6021,0.6021
照准,0.12,0.6021,0.4771
隔三差五,0.12,0.6021,0.6021
合情,0.12,0.6021,0.6021
阿斯顿马丁,0.12,0.6021,0.6021
加尔维斯敦,0.12,0.6021,0.301
工程队,0.12,0.6021,0.6021
候教,0.12,0.6021,0.4771
琴弓,0.12,0.6021,0.4771
斯迪,0.12,0.6021,0.301
工序,0.12,0.6021,0.6021
塞布丽娜,0.12,0.6021,0.301
巴托拉,0.12,0.6021,0
犹太族,0.12,0.6021,0.4771
巴特·米尔斯,0.12,0.6021,0
冥顽,0.12,0.6021,0.4771
总书记,0.12,0.6021,0.4771
泰和,0.12,0.6021,0.4771
搧,0.12,0.6021,0.6021
光辉灿烂,0.12,0.6021,0.6021
骨化,0.12,0.6021,0.301
污泥,0.12,0.6021,0.6021
鎳,0.12,0.6021,0
特型,0.12,0.6021,0.6021
慢腾腾,0.12,0.6021,0.6021
河姬,0.12,0.6021,0
迟疑不决,0.12,0.6021,0.6021
球风,0.12,0.6021,0.4771
囤,0.12,0.6021,0.6021
银婚,0.12,0.6021,0.4771
知事,0.12,0.6021,0
陈酒,0.12,0.6021,0.6021
布鞋,0.12,0.6021,0.6021
贼人,0.12,0.6021,0.6021
清泉,0.12,0.6021,0.301
炷,0.12,0.6021,0.4771
克里夫兰市,0.12,0.6021,0.4771
短大衣,0.12,0.6021,0.4771
万幸,0.12,0.6021,0.6021
夹攻,0.12,0.6021,0.6021
南站,0.12,0.6021,0.4771
阿班那德,0.12,0.6021,0
卡蒂亚,0.12,0.6021,0.301
哈金森,0.12,0.6021,0
弗兰斯,0.12,0.6021,0.301
东湖,0.12,0.6021,0
本·威利斯,0.12,0.6021,0
克拉丽莎,0.12,0.6021,0.4771
威尔第,0.12,0.6021,0.6021
肯姆,0.12,0.6021,0
阿华田,0.12,0.6021,0.4771
暗访,0.12,0.6021,0.6021
烧肉,0.12,0.6021,0.6021
颜道文,0.12,0.6021,0
耳听八方,0.12,0.6021,0.6021
诞辰,0.12,0.6021,0.4771
痩,0.12,0.6021,0.4771
马克贝斯,0.12,0.6021,0
莫特港,0.12,0.6021,0
艾默森,0.12,0.6021,0.301
代数学,0.12,0.6021,0.6021
弗雷德·苏莫斯,0.12,0.6021,0
莱迪恩,0.12,0.6021,0
盖乌斯·屋大维,0.12,0.6021,0.6021
普里阿摩斯,0.12,0.6021,0
广泛性,0.12,0.6021,0.4771
斯科,0.12,0.6021,0.301
镜架,0.12,0.6021,0.6021
奎罗,0.12,0.6021,0.301
闰年,0.12,0.6021,0.6021
喝道,0.12,0.6021,0.6021
姜贤珠,0.12,0.6021,0
威廉布莱克,0.12,0.6021,0
比克斯,0.12,0.6021,0
重任在肩,0.12,0.6021,0.6021
直拍,0.12,0.6021,0.6021
卡米拉霍迪斯,0.12,0.6021,0
赤纬,0.12,0.6021,0.301
教书育人,0.12,0.6021,0.6021
标竿,0.12,0.6021,0
巧遇,0.12,0.6021,0.6021
胯骨,0.12,0.6021,0.4771
万古,0.12,0.6021,0.6021
戒严法,0.12,0.6021,0.301
大片大片,0.12,0.6021,0.6021
梅涅劳斯,0.12,0.6021,0.301
快当,0.12,0.6021,0.6021
乌代,0.12,0.6021,0.4771
证明信,0.12,0.6021,0.6021
海因里希·希姆莱,0.12,0.6021,0.4771
塔尼奥,0.12,0.6021,0
写明,0.12,0.6021,0.6021
保罗·杰拉德,0.12,0.6021,0
坎丝,0.12,0.6021,0
萨尔瓦多·达利,0.12,0.6021,0.6021
香干,0.12,0.6021,0
成人式,0.12,0.6021,0.6021
热土,0.12,0.6021,0.6021
瓤,0.12,0.6021,0.6021
帕克斯,0.12,0.6021,0.4771
捅娄子,0.12,0.6021,0.6021
耻骨,0.12,0.6021,0.6021
艾柏斯,0.12,0.6021,0
武藏野,0.12,0.6021,0.6021
法鲁加,0.12,0.6021,0.6021
谷草,0.12,0.6021,0
达瑞尔,0.12,0.6021,0.4771
静听,0.12,0.6021,0.6021
主将,0.12,0.6021,0.6021
罗缪勒斯,0.12,0.6021,0
尤文内尔,0.12,0.6021,0.301
亚历山大·弗莱明,0.12,0.6021,0.4771
罗经,0.12,0.6021,0.301
唐格拉德,0.12,0.6021,0
负数,0.12,0.6021,0.6021
历史剧,0.12,0.6021,0.4771
纪念邮票,0.12,0.6021,0.6021
伍斯,0.12,0.6021,0.4771
媒婆,0.12,0.6021,0.4771
兵卫,0.12,0.6021,0.4771
梭克,0.12,0.6021,0
萨克森豪斯,0.12,0.6021,0
西尔伯林,0.12,0.6021,0
向阳,0.12,0.6021,0.6021
颓丧,0.12,0.6021,0.6021
怕生,0.12,0.6021,0.6021
准绳,0.12,0.6021,0.6021
弗朗西丝卡·布鲁尼,0.12,0.6021,0
东赤胜,0.12,0.6021,0
唐兹,0.12,0.6021,0
迎头痛击,0.12,0.6021,0.6021
著作权,0.12,0.6021,0.6021
实属,0.12,0.6021,0.6021
威克多,0.12,0.6021,0
点头哈腰,0.12,0.6021,0.6021
迪亚哥·阿拉特里斯特,0.12,0.6021,0
摩纳哥人,0.12,0.6021,0.301
泻湖,0.12,0.6021,0.301
弗里德,0.12,0.6021,0
什姆尔,0.12,0.6021,0
黏附,0.12,0.6021,0.6021
科斯比,0.12,0.6021,0.301
鲍博·凡·卡普,0.12,0.6021,0.301
签字笔,0.12,0.6021,0.301
事体,0.12,0.6021,0.4771
底边,0.12,0.6021,0.6021
陈货,0.12,0.6021,0.301
细嫩,0.12,0.6021,0.6021
罗得西亚,0.12,0.6021,0.6021
粘膜,0.12,0.6021,0.6021
旺达尔,0.12,0.6021,0
诹,0.12,0.6021,0.301
北国,0.12,0.6021,0.4771
索桥,0.12,0.6021,0.301
仁庆,0.12,0.6021,0
二万六千,0.12,0.6021,0
档案库,0.12,0.6021,0.6021
德沃,0.12,0.6021,0.6021
别让杰瑞,0.12,0.6021,0
卡蒂勃,0.12,0.6021,0
历史学,0.12,0.6021,0.6021
米莉姆,0.12,0.6021,0
跃然纸上,0.12,0.6021,0.4771
网状结构,0.12,0.6021,0
斯古,0.12,0.6021,0
保健室,0.12,0.6021,0
北桦,0.12,0.6021,0
伍分,0.12,0.6021,0.6021
安·厄波尔,0.12,0.6021,0
爽朗,0.12,0.6021,0.6021
扬长避短,0.12,0.6021,0.4771
龙山,0.12,0.6021,0.301
树原亮,0.12,0.6021,0
姜仁九,0.12,0.6021,0
巴莱巴,0.12,0.6021,0
张真,0.12,0.6021,0.4771
李英云,0.12,0.6021,0
文质彬彬,0.12,0.6021,0.6021
肯纳,0.12,0.6021,0
上税,0.12,0.6021,0.6021
马库修,0.12,0.6021,0
日本海,0.12,0.6021,0.6021
脍炙人口,0.12,0.6021,0.6021
米纳迪奥,0.12,0.6021,0
艾何克来,0.12,0.6021,0
提莉,0.12,0.6021,0
魔高一丈,0.12,0.6021,0.6021
圣詹姆士,0.12,0.6021,0.4771
惺忪,0.12,0.6021,0.6021
历史感,0.12,0.6021,0.6021
皑皑,0.12,0.6021,0.6021
食古不化,0.12,0.6021,0.6021
专著,0.12,0.6021,0.4771
邓达斯,0.12,0.6021,0
拉锯,0.12,0.6021,0.6021
吉尔·泰勒,0.12,0.6021,0
凡尔,0.12,0.6021,0.4771
阿得曼,0.12,0.6021,0
杰克·戴布斯,0.12,0.6021,0
张狂,0.12,0.6021,0.6021
迪瓦恩,0.12,0.6021,0
一概而论,0.12,0.6021,0.6021
细沙,0.12,0.6021,0.6021
克丽思塔·玛利亚·希兰,0.12,0.6021,0
汤碗,0.12,0.6021,0.6021
葛斯塔夫,0.12,0.6021,0
必败,0.12,0.6021,0.6021
人造革,0.12,0.6021,0.6021
泰莎,0.12,0.6021,0.301
万全之策,0.12,0.6021,0.6021
四五年,0.12,0.6021,0.6021
海船,0.12,0.6021,0.6021
铁蹄,0.12,0.6021,0.6021
混合器,0.12,0.6021,0.4771
鸵,0.12,0.6021,0.4771
胡安尼托,0.12,0.6021,0
小巧玲珑,0.12,0.6021,0.6021
轻骑兵,0.12,0.6021,0.6021
相映成辉,0.12,0.6021,0.4771
乌玛,0.12,0.6021,0
瑾子,0.12,0.6021,0
约翰·特拉沃尔塔,0.12,0.6021,0.6021
毛巾架,0.12,0.6021,0.4771
静水,0.12,0.6021,0
比佛利山,0.12,0.6021,0.6021
田七,0.12,0.6021,0.301
老丈人,0.12,0.6021,0.4771
此消彼长,0.12,0.6021,0.6021
揭幕式,0.12,0.6021,0.6021
美味可口,0.12,0.6021,0.6021
快慢,0.12,0.6021,0.6021
鲁夫斯,0.12,0.6021,0
碎末,0.12,0.6021,0.6021
国民党,0.12,0.6021,0.301
视点,0.12,0.6021,0.4771
扬基·埃文,0.12,0.6021,0
亨盖特,0.12,0.6021,0
阳春面,0.12,0.6021,0.301
必读,0.12,0.6021,0.6021
年轻化,0.12,0.6021,0.6021
罵,0.12,0.6021,0
香米,0.12,0.6021,0.301
欧拉·杰拉德,0.12,0.6021,0
线缆,0.12,0.6021,0.6021
巨细,0.12,0.6021,0.6021
埃尼斯·德·玛尔,0.12,0.6021,0
苦口婆心,0.12,0.6021,0.6021
现货,0.12,0.6021,0.6021
北站,0.12,0.6021,0.6021
四点十,0.12,0.6021,0.301
帕帕,0.12,0.6021,0.6021
史蒂夫·芬奇,0.12,0.6021,0
本杰明·布拉迪克,0.12,0.6021,0
谈天说地,0.12,0.6021,0.6021
纸制品,0.12,0.6021,0.4771
灭绝人性,0.12,0.6021,0.6021
戈蒂埃,0.12,0.6021,0
莫雷尔,0.12,0.6021,0
柯历加,0.12,0.6021,0
紧凑型,0.12,0.6021,0.6021
雍容华贵,0.12,0.6021,0.6021
戈格,0.12,0.6021,0
苏拉特,0.12,0.6021,0.301
哈姆利特,0.12,0.6021,0
安·诺卡特,0.12,0.6021,0
乳齿,0.12,0.6021,0.4771
鲱,0.12,0.6021,0.6021
扑粉,0.12,0.6021,0.6021
阅览,0.12,0.6021,0.6021
敲竹杠,0.12,0.6021,0.6021
查尔顿·赫斯顿,0.12,0.6021,0.301
江西,0.12,0.6021,0.4771
火钳,0.12,0.6021,0.6021
失地,0.12,0.6021,0.6021
狄肯,0.12,0.6021,0
义愤填膺,0.12,0.6021,0.6021
捞一把,0.12,0.6021,0.6021
主城区,0.12,0.6021,0.4771
痉,0.12,0.6021,0.4771
倾巢出动,0.12,0.6021,0.301
史戴思,0.12,0.6021,0
边缘性,0.12,0.6021,0.4771
英顺,0.12,0.6021,0
葛安妮,0.12,0.6021,0
马修·克雷根,0.12,0.6021,0
基泰,0.12,0.6021,0
仁秀,0.12,0.6021,0
博比·夏普,0.12,0.6021,0
竹杠,0.12,0.6021,0.4771
一往直前,0.12,0.6021,0.4771
逢迎,0.12,0.6021,0.6021
倾角,0.12,0.6021,0.4771
无上光荣,0.12,0.6021,0.6021
失实,0.12,0.6021,0.6021
失宠,0.12,0.6021,0.6021
悸,0.12,0.6021,0.6021
夏之日,0.12,0.6021,0
免检,0.12,0.6021,0.6021
斯丹,0.12,0.6021,0.301
葛利迪,0.12,0.6021,0
违法乱纪,0.12,0.6021,0.6021
删去,0.12,0.6021,0.4771
负于,0.12,0.6021,0.6021
安提贡纳斯,0.12,0.6021,0
半山腰,0.12,0.6021,0.4771
一百亿,0.12,0.6021,0.6021
上朝,0.12,0.6021,0.4771
负两,0.12,0.6021,0.4771
京城,0.12,0.6021,0.6021
皮卡迪利,0.12,0.6021,0.6021
反共,0.12,0.6021,0.6021
头数,0.12,0.6021,0.4771
艾柏丁,0.12,0.6021,0
公开信,0.12,0.6021,0.6021
纸鹤,0.12,0.6021,0.6021
飞虎队,0.12,0.6021,0.6021
唱主角,0.12,0.6021,0.6021
拉合尔,0.12,0.6021,0.6021
办报,0.12,0.6021,0
原封,0.12,0.6021,0.6021
急诊科,0.12,0.6021,0.6021
皮尔希,0.12,0.6021,0
綾,0.12,0.6021,0
爱德华·科尔,0.12,0.6021,0
笔帽,0.12,0.6021,0.4771
同床异梦,0.12,0.6021,0.4771
玛丽肖,0.12,0.6021,0
木桌,0.12,0.6021,0.4771
平飞,0.12,0.6021,0.6021
隔日,0.12,0.6021,0.6021
一言九鼎,0.12,0.6021,0.6021
结拜,0.12,0.6021,0.6021
卡特里娜·德·沃克,0.12,0.6021,0
商业界,0.12,0.6021,0.6021
板桥,0.12,0.6021,0.301
卡尔沃,0.12,0.6021,0
音乐片,0.12,0.6021,0.6021
叹服,0.12,0.6021,0.4771
镶牙,0.12,0.6021,0.4771
芝麻油,0.12,0.6021,0.4771
观后感,0.12,0.6021,0.4771
钻井工,0.12,0.6021,0.6021
乔纳森马斯,0.12,0.6021,0
史蒂夫·菲力浦,0.12,0.6021,0
德田,0.12,0.6021,0
威勒,0.12,0.6021,0
天象,0.12,0.6021,0.6021
皮埃尔·福,0.12,0.6021,0
钓饵,0.12,0.6021,0.4771
通顺,0.12,0.6021,0.6021
阅读器,0.12,0.6021,0.6021
惊雷,0.12,0.6021,0.6021
哈利·道顿,0.12,0.6021,0
菲兹,0.12,0.6021,0
杰恩,0.12,0.6021,0
铿,0.12,0.6021,0.301
马德琳·麦克里恩,0.12,0.6021,0
可见光,0.12,0.6021,0.6021
脸盆,0.12,0.6021,0.4771
凯特丽娜,0.12,0.6021,0
罗费欧蒙特洛,0.12,0.6021,0
横行霸道,0.12,0.6021,0.6021
禹,0.12,0.6021,0.301
行商,0.12,0.6021,0.6021
沃博,0.12,0.6021,0
波提且利,0.12,0.6021,0.4771
韩昌秀,0.12,0.6021,0
晨露,0.12,0.6021,0.6021
排遣,0.12,0.6021,0.6021
伞架,0.12,0.6021,0.6021
笔力,0.12,0.6021,0
知县,0.12,0.6021,0
身先士卒,0.12,0.6021,0.4771
为人师表,0.12,0.6021,0.6021
伊洛娜·塔苏耶夫,0.12,0.6021,0
善玉,0.12,0.6021,0
昌贤,0.12,0.6021,0
道克,0.12,0.6021,0.4771
卡兹摩,0.12,0.6021,0
调焦,0.12,0.6021,0.6021
机芯,0.12,0.6021,0.6021
经血,0.12,0.6021,0.4771
夏至,0.12,0.6021,0.6021
格理尼,0.12,0.6021,0
善爱,0.12,0.6021,0.301
恒定,0.12,0.6021,0.6021
玄宇,0.12,0.6021,0
莱纳,0.12,0.6021,0.301
穿堂风,0.12,0.6021,0.6021
副词,0.12,0.6021,0.6021
路轨,0.12,0.6021,0.6021
通谍,0.12,0.6021,0.4771
氢氧化铵,0.12,0.6021,0.301
申礼和,0.12,0.6021,0
黄褐色,0.12,0.6021,0.6021
费尔米纳·达萨,0.12,0.6021,0
大霍华德,0.12,0.6021,0
婚姻法,0.12,0.6021,0.4771
开行,0.12,0.6021,0.6021
普什图,0.12,0.6021,0.4771
李有真,0.12,0.6021,0
犁田,0.12,0.6021,0.4771
詹姆斯·范·霍帕,0.12,0.6021,0
圣·基,0.12,0.6021,0
殓,0.12,0.6021,0.4771
谒,0.12,0.6021,0.4771
佛伦奇,0.12,0.6021,0
酵素,0.12,0.6021,0.6021
始发,0.12,0.6021,0.6021
全歼,0.12,0.6021,0.6021
难民署,0.12,0.6021,0.301
噁,0.12,0.6021,0.301
羊倌,0.12,0.6021,0.4771
煤车,0.12,0.6021,0
结社,0.12,0.6021,0.6021
金灿灿,0.12,0.6021,0.6021
切肤之痛,0.12,0.6021,0.6021
亟待,0.12,0.6021,0.6021
电气化,0.12,0.6021,0.6021
板牙,0.12,0.6021,0.6021
客舱,0.12,0.6021,0.6021
米妮娅,0.12,0.6021,0
天道,0.12,0.6021,0.6021
求是,0.12,0.6021,0.4771
讣闻,0.12,0.6021,0.301
侵略军,0.12,0.6021,0.6021
切洛基,0.12,0.6021,0
威伦,0.12,0.6021,0
安妮·班克罗夫特,0.12,0.6021,0.4771
杰登,0.12,0.6021,0
机载,0.12,0.6021,0.6021
伸懒腰,0.12,0.6021,0.6021
一路货,0.12,0.6021,0.6021
史蒂文桑德斯,0.12,0.6021,0
言传身教,0.12,0.6021,0.6021
舞文弄墨,0.12,0.6021,0.6021
胸怀大志,0.12,0.6021,0.6021
厄里斯,0.12,0.6021,0
黛特,0.12,0.6021,0
歉收,0.12,0.6021,0.6021
欧内斯特·格瓦拉,0.12,0.6021,0
肘关节,0.12,0.6021,0.6021
暴力团,0.12,0.6021,0
杰生,0.12,0.6021,0.301
韩柯克,0.12,0.6021,0
思珀琪,0.12,0.6021,0
马克·雅可布,0.12,0.6021,0.6021
公办,0.12,0.6021,0.301
昏沉,0.12,0.6021,0.4771
安东尼娅,0.12,0.6021,0.301
华航,0.12,0.6021,0.301
施莱,0.12,0.6021,0
米奇·马丁,0.12,0.6021,0
托莱,0.12,0.6021,0.4771
华芙,0.12,0.6021,0.301
园长,0.12,0.6021,0.6021
精肉,0.12,0.6021,0.6021
月牙,0.12,0.6021,0.6021
神采,0.12,0.6021,0.6021
拉奥米,0.12,0.6021,0.301
骻,0.12,0.6021,0.301
柏木,0.12,0.6021,0.301
埃斯特尔,0.12,0.6021,0.4771
阿马尼,0.12,0.6021,0.4771
佐竹,0.12,0.6021,0.4771
荐,0.12,0.6021,0.6021
庶民,0.12,0.6021,0.6021
迈尔斯·杰克逊,0.12,0.6021,0
通讯网,0.12,0.6021,0.301
普斯,0.12,0.6021,0.4771
凯雷利,0.12,0.6021,0.301
阿芝,0.12,0.6021,0.301
尿素,0.12,0.6021,0.6021
黒,0.12,0.6021,0.6021
萨罗蒙,0.12,0.6021,0
社工,0.12,0.6021,0.6021
月相,0.12,0.6021,0.4771
绪里,0.12,0.6021,0
峰峦,0.12,0.6021,0.6021
克兰特,0.12,0.6021,0
施法德,0.12,0.6021,0
风尘仆仆,0.12,0.6021,0.6021
结晶体,0.12,0.6021,0.6021
冷菜,0.12,0.6021,0.6021
咸蛋,0.12,0.6021,0.4771
冷艳,0.12,0.6021,0.4771
窘困,0.12,0.6021,0.6021
图勒斯,0.12,0.6021,0
八二分,0.12,0.6021,0.4771
阿耳,0.12,0.6021,0.4771
十七日,0.12,0.6021,0.4771
崇辉君,0.12,0.6021,0
战情,0.12,0.6021,0.6021
公断,0.12,0.6021,0.6021
山珍海味,0.12,0.6021,0.6021
骍,0.12,0.6021,0
海夫纳,0.12,0.6021,0.4771
盛举,0.12,0.6021,0.6021
维多莉,0.12,0.6021,0
烧窑,0.12,0.6021,0.301
凯蒂·辛文,0.12,0.6021,0
约德尔,0.12,0.6021,0.4771
政治权利,0.12,0.6021,0.6021
邦帕,0.12,0.6021,0
瞒报,0.12,0.6021,0.6021
斯巴肖,0.12,0.6021,0
国泰,0.12,0.6021,0
战旗,0.12,0.6021,0.301
忠言,0.12,0.6021,0.6021
华达,0.12,0.6021,0
青红皂白,0.12,0.6021,0.6021
阿尔冰,0.12,0.6021,0
詹姆士·邦德,0.12,0.6021,0.301
摇手,0.12,0.6021,0.6021
高丽参,0.12,0.6021,0.4771
穆甘扎,0.12,0.6021,0
致密,0.12,0.6021,0.6021
朱利奥,0.12,0.6021,0.4771
结仇,0.12,0.6021,0.6021
戈达德,0.12,0.6021,0.301
曲轴,0.12,0.6021,0.4771
拔草,0.12,0.6021,0.6021
冷锋,0.12,0.6021,0.6021
长野,0.12,0.6021,0.4771
五连胜,0.12,0.6021,0.6021
七老八十,0.12,0.6021,0.6021
蚤,0.12,0.6021,0.4771
文学社,0.12,0.6021,0.301
斯科迪,0.12,0.6021,0.301
强尼巴特利,0.12,0.6021,0
磁体,0.12,0.6021,0.301
阿尔加斯,0.12,0.6021,0
膠,0.12,0.6021,0
汤姆·索亚,0.12,0.6021,0.4771
慨叹,0.12,0.6021,0.6021
卓有成效,0.12,0.6021,0.6021
斯蒂文斯,0.12,0.6021,0.301
德施梅,0.12,0.6021,0
文崔斯,0.12,0.6021,0
鲁思·布朗,0.12,0.6021,0
伯特·威克曼,0.12,0.6021,0
饲,0.12,0.6021,0.4771
杰勒米,0.12,0.6021,0
菲格,0.12,0.6021,0.4771
调取,0.12,0.6021,0.6021
人头攒动,0.12,0.6021,0.6021
橡皮泥,0.12,0.6021,0.6021
兰宝,0.12,0.6021,0.301
输油管线,0.12,0.6021,0.301
贬损,0.12,0.6021,0.6021
满负荷,0.12,0.6021,0.6021
杰布,0.12,0.6021,0
政治局,0.12,0.6021,0.4771
禁绝,0.12,0.6021,0.4771
阿图洛,0.12,0.6021,0
李斯特,0.12,0.6021,0.4771
行李车,0.12,0.6021,0.301
索菲·马格达勒纳,0.12,0.6021,0
艾丽特,0.12,0.6021,0
蒙哥马利·蒙哥马利,0.12,0.6021,0.301
公屋,0.12,0.6021,0
葛彼得,0.12,0.6021,0.301
吧嗒,0.12,0.6021,0.4771
木崎,0.12,0.6021,0
卡尔布,0.12,0.6021,0
一二年,0.12,0.6021,0.6021
何来,0.12,0.6021,0.6021
案头,0.12,0.6021,0.6021
威波,0.12,0.6021,0
女将,0.12,0.6021,0.6021
熟稔,0.12,0.6021,0.6021
木剑,0.12,0.6021,0.301
东条英机,0.12,0.6021,0.4771
专横跋扈,0.12,0.6021,0.6021
反射弧,0.12,0.6021,0.6021
二分之,0.12,0.6021,0
曼尼·柯泰兹,0.12,0.6021,0
蒋介石,0.12,0.6021,0.6021
沃斯,0.12,0.6021,0.6021
多斯特,0.12,0.6021,0
伊丽莎白·福斯特,0.12,0.6021,0
白开水,0.12,0.6021,0.4771
善忘,0.12,0.6021,0.301
急智,0.12,0.6021,0.6021
保罗·瑞恩,0.12,0.6021,0.6021
安全阀,0.12,0.6021,0.4771
撼,0.12,0.6021,0.6021
两亿五千万,0.12,0.6021,0.6021
叙事诗,0.12,0.6021,0.6021
新锐,0.12,0.6021,0.6021
假借,0.12,0.6021,0.6021
新干线,0.12,0.6021,0.6021
美编,0.12,0.6021,0.6021
道可·朗,0.12,0.6021,0
鸭绒,0.12,0.6021,0.4771
聚苯乙烯,0.12,0.6021,0.301
授职,0.12,0.6021,0.301
支吾,0.12,0.6021,0.6021
听而不闻,0.12,0.6021,0.6021
金仁权,0.12,0.6021,0
治疗仪,0.12,0.6021,0.4771
巴腾,0.12,0.6021,0
约翰·康纳,0.12,0.6021,0
谢诺,0.12,0.6021,0.301
千米,0.12,0.6021,0.6021
塔可尼,0.12,0.6021,0
天之骄子,0.12,0.6021,0.4771
金永苏,0.12,0.6021,0
綿,0.12,0.6021,0.301
冷言冷语,0.12,0.6021,0.6021
巴贝塔,0.12,0.6021,0
詹吉,0.12,0.6021,0
皮特里,0.12,0.6021,0.301
百分之一千,0.12,0.6021,0.4771
承重梁,0.12,0.6021,0.6021
沃伦·皮斯,0.12,0.6021,0
凡赛斯,0.12,0.6021,0
假道学,0.12,0.6021,0.301
文坛,0.12,0.6021,0.6021
希波克拉底,0.12,0.6021,0.4771
枯树,0.12,0.6021,0.4771
瓜达拉哈拉,0.12,0.6021,0.6021
鱼尾,0.12,0.6021,0.6021
金大楚,0.12,0.6021,0
桑普尔,0.12,0.6021,0.301
水污染,0.12,0.6021,0.6021
趾骨,0.12,0.6021,0.4771
格拉皮尼,0.12,0.6021,0
露平塔·拉莫斯,0.12,0.6021,0.301
花枝,0.12,0.6021,0.6021
塞勒涅,0.12,0.6021,0
基吉,0.12,0.6021,0
老父亲,0.12,0.6021,0.6021
花木,0.12,0.6021,0.6021
戛然而止,0.12,0.6021,0.6021
弗朗西斯科·戈雅,0.12,0.6021,0
新官上任三把火,0.12,0.6021,0.6021
薛定吉,0.12,0.6021,0
舒佰特,0.12,0.6021,0
金美珍,0.12,0.6021,0
小罗克,0.12,0.6021,0
威代尔,0.12,0.6021,0
粤,0.12,0.6021,0.4771
莫妮卡·道森,0.12,0.6021,0.4771
克莱斯比,0.12,0.6021,0
镕,0.12,0.6021,0.4771
张石祖,0.12,0.6021,0
制表,0.12,0.6021,0.6021
讷河,0.12,0.6021,0.301
弄堂,0.12,0.6021,0.301
戈帝,0.12,0.6021,0
费鲁齐,0.12,0.6021,0
研华,0.12,0.6021,0
异同,0.12,0.6021,0.301
贝福,0.12,0.6021,0.301
拐棍,0.12,0.6021,0.6021
恰如,0.12,0.6021,0.6021
涅斯,0.12,0.6021,0
奥卡姆,0.12,0.6021,0.6021
十二月份,0.12,0.6021,0.6021
讴歌,0.12,0.6021,0.4771
堤防,0.12,0.6021,0.6021
公用电话亭,0.12,0.6021,0.6021
伯格曼,0.12,0.6021,0.301
丝米,0.12,0.6021,0.301
尼尔·扬,0.12,0.6021,0.301
木制品,0.12,0.6021,0.6021
黄沙,0.12,0.6021,0.6021
眼底,0.12,0.6021,0.4771
麦克林,0.12,0.6021,0.6021
求医,0.12,0.6021,0.6021
预售,0.12,0.6021,0.6021
莫洛克,0.12,0.6021,0
求偶,0.12,0.6021,0.6021
帕洛米塔,0.12,0.6021,0
预算案,0.12,0.6021,0.6021
眼尖,0.12,0.6021,0.6021
迪欧斯,0.12,0.6021,0.301
求全,0.12,0.6021,0.6021
费奇,0.12,0.6021,0.301
松岭,0.12,0.6021,0
艾菲亚提,0.12,0.6021,0
杰瑞·费罗,0.12,0.6021,0
比拉多,0.12,0.6021,0
希拉里克林顿,0.12,0.6021,0.6021
知足常乐,0.12,0.6021,0.6021
贝恩,0.12,0.6021,0.301
格拉佛,0.12,0.6021,0.301
可可油,0.12,0.6021,0.6021
马特·史拉姆,0.12,0.6021,0
蛐蛐,0.12,0.6021,0.4771
伍德沃德,0.12,0.6021,0.301
大奥普里,0.12,0.6021,0
大有裨益,0.12,0.6021,0.6021
寻衅,0.12,0.6021,0.6021
搅混,0.12,0.6021,0.6021
克里利夫,0.12,0.6021,0
费拉罗,0.12,0.6021,0
俞善京,0.12,0.6021,0
儿童剧,0.12,0.6021,0.6021
灰鼠,0.12,0.6021,0
灰鹅,0.12,0.6021,0.301
成气候,0.12,0.6021,0.6021
飞行日,0.12,0.6021,0.6021
罩袍,0.12,0.6021,0.301
徙,0.12,0.6021,0.301
斯基普,0.12,0.6021,0
丹下,0.12,0.6021,0.301
古色古香,0.12,0.6021,0.6021
莱斯利·卡伦,0.12,0.6021,0.4771
格雷西拉,0.12,0.6021,0
笑容可掬,0.12,0.6021,0.6021
老鬼,0.12,0.6021,0.4771
赔礼,0.12,0.6021,0.6021
