Word,W/million,logW,logW-CD
年轻,112.56,3.577,3.3475
操,112.53,3.5769,3.0043
下面,112.41,3.5765,3.3491
姑娘,112.23,3.5758,3.2162
道,111.99,3.5748,3.3098
按,111.84,3.5743,3.357
钥匙,111.81,3.5741,3.192
法官,111.76,3.5739,2.9031
包,111.73,3.5738,3.2916
腿,111.7,3.5737,3.2725
自,111.58,3.5732,3.3464
选手,111.25,3.5719,2.8109
信息,111.04,3.5711,3.2778
整,110.53,3.5691,3.3809
投票,110.32,3.5683,2.8189
哥哥,110.29,3.5682,3.1399
手术,110.15,3.5676,2.9912
必要,110.15,3.5676,3.3822
身边,110.12,3.5675,3.3662
知,109.91,3.5667,3.357
任何人,109.46,3.5649,3.3777
票,109.22,3.564,3.0821
撒谎,109.19,3.5638,3.2962
武器,108.92,3.5628,3.1691
痛苦,108.74,3.5621,3.3168
全部,108.36,3.5605,3.3432
手机,108.33,3.5604,3.1984
忘记,108.27,3.5601,3.3428
存在,108.12,3.5595,3.3151
首先,108.03,3.5592,3.3724
组,108,3.5591,3.1553
照,107.82,3.5583,3.3328
交,107.73,3.558,3.34
以及,107.61,3.5575,3.288
十,107.61,3.5575,3.3105
台,107.43,3.5568,3.256
搬,107.25,3.5561,3.2714
个人,107.22,3.5559,3.366
代表,106.9,3.5546,3.3151
坚持,106.84,3.5544,3.3292
意义,106.72,3.5539,3.3539
楼,106.72,3.5539,3.2521
承认,106.57,3.5533,3.3477
发誓,106.42,3.5527,3.3442
理由,106.42,3.5527,3.3562
显然,106.3,3.5522,3.3446
局,106.21,3.5518,3.1495
政府,105.79,3.5501,3.1617
这次,105.76,3.55,3.3647
生意,105.7,3.5497,3.2057
眼,105.5,3.5489,3.3166
火,105.41,3.5485,3.296
遇到,105.41,3.5485,3.3514
猫,105.05,3.547,3.0885
即使,104.81,3.546,3.3406
记住,104.75,3.5458,3.34
到处,104.66,3.5454,3.3576
幸运,104.33,3.5441,3.3446
卡,104.21,3.5436,3.1661
洗,104.18,3.5434,3.2828
那时,104.15,3.5433,3.3233
干什么,104.09,3.5431,3.3064
事儿,104,3.5427,3.0831
混,103.8,3.5418,3.2475
犯罪,103.41,3.5402,3.2092
挂,103.23,3.5395,3.317
跳舞,103.11,3.539,3.0697
白痴,102.72,3.5373,3.2482
信任,102.57,3.5367,3.2553
新闻,102.57,3.5367,3.2095
未来,102.54,3.5366,3.2312
道歉,102.51,3.5364,3.2887
可怜,102.19,3.535,3.3228
实在,102.13,3.5348,3.3021
骗,101.92,3.5339,3.2999
加入,101.89,3.5338,3.2923
病人,101.77,3.5333,2.9926
案,101.71,3.533,3.131
根,101.65,3.5328,3.2896
吓,101.59,3.5325,3.3267
治疗,101.32,3.5314,3.1562
原谅,101.32,3.5314,3.2702
行为,101.23,3.531,3.2971
比较,100.99,3.5299,3.3383
边,100.9,3.5296,3.3124
双,100.87,3.5294,3.2918
婚礼,100.79,3.529,2.9619
弟弟,100.64,3.5284,3.1316
组织,100.55,3.528,3.1778
想想,100.49,3.5278,3.3636
见面,100.34,3.5271,3.316
经常,100.28,3.5269,3.3385
城市,99.83,3.5249,3.2348
老板,99.83,3.5249,3.2092
合作,99.68,3.5243,3.2601
来到,99.59,3.5239,3.2945
一会儿,99.53,3.5236,3.3103
乱,99.32,3.5227,3.3452
词,99.29,3.5226,3.2594
尔,99.18,3.5221,3.0022
超,99.18,3.5221,3.1323
差不多,99.15,3.5219,3.3556
支,99,3.5213,3.177
老婆,98.97,3.5211,3.1847
中心,98.91,3.5209,3.2074
可怕,98.91,3.5209,3.3017
笔,98.82,3.5205,3.2601
满,98.7,3.52,3.3412
假,98.67,3.5198,3.294
明显,98.55,3.5193,3.3347
研究,98.52,3.5192,3.203
意识,98.37,3.5185,3.3308
附近,98.37,3.5185,3.309
同性恋,98.31,3.5183,3.006
打扰,98.13,3.5175,3.3189
好运,98.04,3.5171,3.2953
线索,97.39,3.5141,3.1433
面前,97.3,3.5138,3.3286
消失,97.27,3.5136,3.2964
妹妹,97.24,3.5135,3.1332
正确,97.15,3.5131,3.3056
位置,96.97,3.5123,3.2739
答应,96.61,3.5107,3.2927
收,96.49,3.5101,3.3045
砸,96.34,3.5095,3.3002
街,95.96,3.5077,3.213
电脑,95.69,3.5065,3.081
区,95.33,3.5049,3.2082
撞,94.97,3.5032,3.2212
借,94.94,3.5031,3.2591
秒,94.61,3.5016,3.2074
似乎,94.11,3.4993,3.2865
放下,94.08,3.4991,3.217
力量,93.9,3.4983,3.2009
命令,93.81,3.4979,3.1339
同时,93.75,3.4976,3.3204
提供,93.69,3.4973,3.2914
威胁,93.63,3.4971,3.2497
输,93.54,3.4967,3.1593
号码,93.48,3.4964,3.185
日子,93.48,3.4964,3.3045
座,93.36,3.4958,3.2385
比如,93.01,3.4942,3.2947
哪个,93.01,3.4942,3.3278
剩下,92.95,3.4939,3.3168
严重,92.71,3.4928,3.3107
感,92.35,3.4911,3.3126
享受,92.29,3.4908,3.2925
战争,92.26,3.4907,3.0584
恭喜,92.2,3.4904,3.1824
杀死,92.2,3.4904,3.1861
其,92.02,3.4895,3.2767
影响,91.96,3.4893,3.2989
利用,91.75,3.4883,3.2882
恨,91.72,3.4881,3.2253
杀人,91.31,3.4861,3.1767
脱,91.28,3.486,3.2385
陪,91.19,3.4856,3.2783
失踪,90.95,3.4844,3.0618
认真,90.86,3.484,3.2999
真相,90.8,3.4837,3.2084
法律,90.74,3.4834,3.1477
训练,90.59,3.4827,3.1159
米,90.44,3.482,3.0009
值得,90.41,3.4819,3.3137
阿,90.35,3.4816,2.975
主,90.32,3.4814,3.162
有意思,90.29,3.4813,3.2774
热,90.17,3.4807,3.2335
使用,89.93,3.4796,3.2514
差,89.91,3.4794,3.2916
方面,89.88,3.4793,3.2978
银行,89.52,3.4776,3.0082
恐怖,89.25,3.4763,3.1553
尽,88.86,3.4744,3.3199
原来,88.83,3.4742,3.3002
警官,88.77,3.4739,3.0004
性感,88.62,3.4732,3.1529
自杀,88.5,3.4726,3.0867
酒吧,88.47,3.4725,3.1492
讨论,88.41,3.4722,3.2746
同样,88.21,3.4711,3.301
身份,88.06,3.4704,3.2106
说明,88.03,3.4703,3.2681
什么样,88.03,3.4703,3.313
安静,87.97,3.47,3.2438
岛,87.94,3.4698,2.9304
模特,87.91,3.4697,2.6998
多么,87.79,3.4691,3.2739
足够,87.79,3.4691,3.3141
饿,87.73,3.4688,3.2358
学生,87.7,3.4686,3.0927
红,87.4,3.4672,3.2
鸡,87.37,3.467,3.0257
养,87.31,3.4667,3.214
下午,87.28,3.4666,3.2615
仍然,87.1,3.4657,3.2667
一旦,87.1,3.4657,3.2876
追,86.92,3.4648,3.2365
动作,86.92,3.4648,3.0817
谢,86.89,3.4646,3.2582
意味着,86.83,3.4643,3.3045
受到,86.66,3.4634,3.2808
群,86.54,3.4628,3.2572
之一,86.48,3.4625,3.2735
因,86.45,3.4624,3.2453
约,86.36,3.4619,3.192
第三,86.36,3.4619,3.281
赶,86.21,3.4612,3.2951
面对,86.18,3.461,3.2849
怀疑,86.09,3.4606,3.281
慢,86.06,3.4604,3.2245
居然,86.03,3.4603,3.2433
就要,85.94,3.4598,3.3062
拒绝,85.85,3.4594,3.2648
家人,85.85,3.4594,3.2289
雷,85.64,3.4583,2.7443
演员,85.58,3.458,3.0588
烧,85.46,3.4574,3.177
真实,85.4,3.4571,3.2365
交易,85.31,3.4567,3.1173
破,85.22,3.4562,3.2632
停止,85.14,3.4558,3.2472
人生,85.02,3.4551,3.2148
清,84.9,3.4545,3.2808
因此,84.84,3.4542,3.2049
恶心,84.84,3.4542,3.2443
受伤,84.72,3.4536,3.2472
夜,84.57,3.4529,3.206
婊子,84.33,3.4516,3.081
属于,84.27,3.4513,3.2643
舞蹈,83.88,3.4493,2.6542
根据,83.85,3.4492,3.2594
几乎,83.7,3.4484,3.2849
算是,83.65,3.4481,3.2962
演,83.62,3.4479,3.0504
尼,83.53,3.4475,2.9538
答案,83.5,3.4473,3.2274
出色,83.44,3.447,3.1062
目前,83.41,3.4468,3.2541
活动,83.26,3.4461,3.2204
锁,83.17,3.4456,3.185
梦想,83.17,3.4456,3.1374
最终,83.08,3.4451,3.2636
大人,82.99,3.4447,2.8739
再次,82.99,3.4447,3.27
既然,82.96,3.4445,3.2978
人员,82.9,3.4442,3.194
英雄,82.84,3.4439,3.1065
坐下,82.78,3.4436,3.2238
感受,82.72,3.4433,3.2443
副,82.69,3.4431,3.1717
事件,82.69,3.4431,3.187
吻,82.66,3.4429,3.0993
罪,82.27,3.4409,3.1396
逃,82.24,3.4408,3.2033
通知,82.15,3.4403,3.2428
不得不,82.15,3.4403,3.2728
无论,82.09,3.44,3.2531
放开,82.07,3.4398,3.144
刀,81.71,3.4379,3.0885
后来,81.68,3.4378,3.2509
愿,81.65,3.4376,3.2353
适合,81.56,3.4371,3.2521
允许,81.5,3.4368,3.2589
失望,81.5,3.4368,3.2455
意见,81.26,3.4355,3.2307
获得,81.14,3.4349,3.2151
要是,81.05,3.4344,3.224
近,80.99,3.4341,3.2746
数,80.69,3.4325,3.2133
公寓,80.66,3.4323,3.1089
文件,80.43,3.431,3.1072
只能,80.01,3.4288,3.3038
白,80.01,3.4288,3.1945
寻找,80.01,3.4288,3.2428
攻击,79.8,3.4276,3.1028
烂,79.77,3.4275,3.2225
不然,79.32,3.425,3.246
邀请,79.32,3.425,3.1761
尽管,79.2,3.4244,3.262
姐姐,79.14,3.4241,3.0469
浪费,78.82,3.4223,3.2772
多谢,78.73,3.4218,3.1532
女朋友,78.73,3.4218,3.1632
动物,78.58,3.4209,3.0931
一半,78.49,3.4205,3.2235
某个,78.46,3.4203,3.2603
躲,78.46,3.4203,3.2225
为何,78.4,3.42,3.0515
要么,78.34,3.4196,3.0671
逼,78.28,3.4193,3.239
欠,78.19,3.4188,3.2022
轮,78.07,3.4181,3.1886
试图,78.04,3.418,3.2256
反应,77.86,3.417,3.2343
西,77.68,3.416,3.0663
一边,77.33,3.414,3.2143
听见,77.27,3.4136,3.2047
舒服,77.21,3.4133,3.249
失败,77.21,3.4133,3.1967
通,77.21,3.4133,3.2036
有时,77.12,3.4128,3.2103
一般,77.09,3.4126,3.2524
蛋,77.03,3.4123,3.1212
介绍,77,3.4121,3.2266
意外,76.88,3.4115,3.1951
字,76.67,3.4103,3.2074
入,76.61,3.4099,3.2258
责任,76.58,3.4098,3.2274
食物,76.34,3.4084,3.1644
洛杉矶,76.34,3.4084,2.9786
遗憾,76.31,3.4082,3.2482
反正,76.28,3.4081,3.248
杀手,76.28,3.4081,3.022
设计,76.25,3.4079,3.1109
封,76.25,3.4079,3.1031
赢得,76.16,3.4074,3.063
正是,76.13,3.4072,3.2589
证人,75.86,3.4057,2.9415
美丽,75.83,3.4055,3.1569
压力,75.75,3.405,3.1841
味道,75.54,3.4038,3.2047
淘汰,75.54,3.4038,2.6375
鱼,75.48,3.4035,3.0077
厉害,75.48,3.4035,3.2193
射,75.42,3.4031,3.1072
室,75.3,3.4024,3.1351
醉,75.24,3.4021,3.1449
蠢,75.24,3.4021,3.2044
未,75.12,3.4014,3.2263
德,75,3.4007,2.9562
私人,74.97,3.4005,3.217
某,74.88,3.4,3.2579
出发,74.79,3.3995,3.1517
伟大,74.64,3.3986,3.1436
兴奋,74.64,3.3986,3.187
观众,74.61,3.3985,2.9117
臭,74.49,3.3978,3.138
达,74.37,3.3971,2.9818
自从,74.34,3.3969,3.2617
钟,74.2,3.396,3.1847
子弹,74.17,3.3959,3.0116
垃圾,74.08,3.3953,3.1717
叔叔,74.08,3.3953,2.985
男朋友,73.87,3.3941,3.1319
疼,73.84,3.3939,3.1216
毒品,73.72,3.3932,2.9415
签,73.6,3.3925,3.1103
不必,73.57,3.3923,3.2087
反对,73.57,3.3923,3.0253
颗,73.39,3.3913,3.1319
停下,73.3,3.3908,3.1281
肉,73.21,3.3902,3.1113
测试,73.12,3.3897,3.0752
精彩,73.12,3.3897,3.0711
金,73,3.389,3.0265
感情,72.91,3.3885,3.1864
有时候,72.82,3.3879,3.236
袭击,72.79,3.3877,3.0569
演出,72.65,3.3869,2.9474
一生,72.65,3.3869,3.2175
不在乎,72.62,3.3867,3.2269
朝,72.62,3.3867,3.1909
呼吸,72.59,3.3865,3.1383
明星,72.56,3.3863,3.0512
机,72.38,3.3852,3.1186
城,72.38,3.3852,3.0913
超级,72.35,3.3851,3.0962
灵魂,72.29,3.3847,3.0542
破坏,72.23,3.3844,3.1956
只不过,72.2,3.3842,3.194
房,72.05,3.3833,3.1638
愉快,72.02,3.3831,3.2167
爆炸,71.93,3.3826,2.9965
迟到,71.93,3.3826,3.1758
带走,71.9,3.3824,3.1945
晚餐,71.78,3.3817,3.1242
开玩笑,71.72,3.3813,3.2363
角色,71.63,3.3808,3.1
脑子,71.57,3.3804,3.2167
路上,71.51,3.38,3.2363
见鬼,71.42,3.3795,3.081
杂志,71.39,3.3793,3.0199
秀,71.24,3.3784,2.9823
服务,71.15,3.3779,3.1714
合适,71.1,3.3775,3.2214
学习,71.1,3.3775,3.1389
顿,71.01,3.3769,3.138
便,70.95,3.3766,3.0763
包括,70.83,3.3758,3.2292
累,70.8,3.3757,3.1746
汽车,70.74,3.3753,3.1169
时刻,70.44,3.3735,3.1872
单,70.38,3.3731,3.1804
广告,70.26,3.3724,2.9832
哥们,70.23,3.3722,2.9243
英国,70.2,3.372,2.9335
样,69.9,3.3701,3.2253
笨蛋,69.9,3.3701,3.1028
冷,69.84,3.3698,3.144
相当,69.72,3.369,3.1714
投,69.69,3.3688,2.9795
闻,69.66,3.3687,3.1396
公平,69.63,3.3685,3.192
玩意,69.58,3.3681,3.1514
及,69.55,3.3679,3.1855
鞋,69.52,3.3677,3.0648
屁,69.52,3.3677,3.0792
盯,69.43,3.3672,3.2041
自然,69.4,3.367,3.1784
堆,69.34,3.3666,3.2143
历史,69.31,3.3664,3.1319
深,69.28,3.3662,3.218
取,69.22,3.3659,3.197
法庭,69.22,3.3659,2.9509
俱乐部,69.07,3.3649,3.0261
通常,69.04,3.3647,3.2238
拯救,68.98,3.3644,3.1004
差点,68.86,3.3636,3.2317
啤酒,68.86,3.3636,3.0741
咬,68.68,3.3625,3.0637
短,68.65,3.3623,3.1307
地球,68.35,3.3604,2.9827
紧,68.35,3.3604,3.2
透,68.26,3.3598,3.1937
受害者,68.2,3.3595,2.9727
力,67.91,3.3576,3.1242
愚蠢,67.85,3.3572,3.1864
炸弹,67.61,3.3556,2.8228
帅,67.61,3.3556,3.138
踢,67.55,3.3553,3.0913
联邦,67.4,3.3543,2.9513
评委,67.16,3.3528,2.5092
客气,67.1,3.3524,3.2011
造成,67.1,3.3524,3.1602
经过,67.1,3.3524,3.2175
周末,67.07,3.3522,3.1209
星,67.07,3.3522,2.9128
信号,67.07,3.3522,3.0183
跟踪,67.04,3.352,3.0671
推,67.04,3.352,3.1351
喝酒,67.04,3.352,3.1405
关键,67.01,3.3518,3.2025
下次,67.01,3.3518,3.2159
充满,67.01,3.3518,3.1917
断,66.95,3.3514,3.1749
其它,66.89,3.351,3.1089
再说,66.83,3.3506,3.2243
空,66.83,3.3506,3.1644
抱,66.74,3.3501,3.1587
究竟,66.71,3.3499,3.1446
美好,66.68,3.3497,3.1836
班,66.62,3.3493,3.0737
架,66.59,3.3491,3.0831
圣,66.59,3.3491,2.9736
恐怕,66.56,3.3489,3.197
准,66.45,3.3481,3.177
抢,66.42,3.3479,3.1059
课,66.36,3.3475,3.0913
习惯,66.27,3.3469,3.2127
现实,66.27,3.3469,3.1635
做出,66.24,3.3467,3.1864
上班,66.21,3.3465,3.1374
躺,66.18,3.3464,3.1717
越来越,66.06,3.3456,3.206
山,65.97,3.345,3.0398
名单,65.94,3.3448,3.0531
不幸,65.82,3.344,3.2055
恢复,65.79,3.3438,3.159
确认,65.76,3.3436,3.1245
聚会,65.76,3.3436,3.0052
怀孕,65.76,3.3436,2.9647
公园,65.76,3.3436,3.0035
绑架,65.55,3.3422,2.9201
部落,65.49,3.3418,2.3945
肯,65.46,3.3416,3.1386
资料,65.31,3.3406,3.0645
干净,65.25,3.3402,3.1833
婚姻,65.19,3.3398,3.0208
痛,65.16,3.3397,3.1028
亲,64.98,3.3385,3.0561
教堂,64.87,3.3377,2.9624
皮,64.78,3.3371,3.0781
鸟,64.75,3.3369,3.0386
爽,64.75,3.3369,3.1089
健康,64.63,3.3361,3.1339
客户,64.63,3.3361,2.9965
圈,64.63,3.3361,3.1
脑袋,64.54,3.3355,3.1399
不够,64.48,3.3351,3.2098
嘘,64.42,3.3347,3.0465
前面,64.33,3.3341,3.1676
分手,64.33,3.3341,3.022
方向,64.27,3.3336,3.1483
心理,64.15,3.3328,3.0853
幸福,64.12,3.3326,3.0803
树,64.09,3.3324,2.9863
救命,64.06,3.3322,2.9768
接着,64.06,3.3322,3.1584
项,63.97,3.3316,3.1477
疯子,63.88,3.331,3.1351
赛,63.76,3.3302,2.8825
将军,63.73,3.33,2.699
技术,63.67,3.3296,3.1173
吃饭,63.64,3.3294,3.1641
传,63.58,3.329,3.0633
困难,63.55,3.3288,3.1649
不许,63.49,3.3284,3.1065
某种,63.49,3.3284,3.1655
记忆,63.43,3.328,3.0039
乐队,63.37,3.3276,2.9096
紧急,63.37,3.3276,3.0934
高中,63.34,3.3274,3.0382
听听,63.2,3.3263,3.2076
正好,63.08,3.3255,3.2003
州,63.08,3.3255,3.043
毫无,63.02,3.3251,3.1884
提醒,62.99,3.3249,3.203
旅行,62.96,3.3247,3.0708
惊喜,62.87,3.3241,3.1189
拿走,62.87,3.3241,3.155
接近,62.84,3.3239,3.1602
逮捕,62.72,3.323,3.0603
吵,62.57,3.322,3.1575
旁边,62.54,3.3218,3.1892
激动,62.48,3.3214,3.1323
骄傲,62.42,3.321,3.1326
而是,62.36,3.3206,3.1973
利,62.36,3.3206,2.9605
牌,62.33,3.3204,2.9722
八,62.3,3.3201,3.1103
成员,62.24,3.3197,3.0715
监视,62.12,3.3189,3.0334
女性,62,3.3181,3.0652
权利,61.97,3.3179,3.0913
说谎,61.94,3.3176,3.0813
圣诞,61.79,3.3166,2.7168
黑人,61.79,3.3166,2.8585
警方,61.74,3.3162,2.9836
法国,61.68,3.3158,2.9294
毛,61.65,3.3156,3.0704
错过,61.59,3.3151,3.1697
警告,61.53,3.3147,3.1452
老天,61.5,3.3145,3.0931
吉,61.47,3.3143,2.7259
惹,61.47,3.3143,3.1732
酒店,61.44,3.3141,2.9504
抽,61.23,3.3126,3.0697
之类,61.17,3.3122,3.1673
王,61.17,3.3122,2.9212
冠军,61.02,3.3111,2.842
尝试,60.96,3.3107,3.1361
教练,60.9,3.3103,2.7177
常,60.81,3.3096,3.155
对方,60.69,3.3088,3.1261
随时,60.69,3.3088,3.1945
弹,60.6,3.3081,2.9773
敌人,60.54,3.3077,3.0116
搭档,60.45,3.3071,2.934
从未,60.45,3.3071,3.1045
帐,60.36,3.3064,3.0573
谈话,60.3,3.306,3.1474
度,60.3,3.306,3.0734
背,60.3,3.306,3.1323
节,60.19,3.3051,2.9863
排,60.07,3.3043,3.1004
约翰,60.07,3.3043,2.534
许多,60.04,3.3041,3.1089
人物,60.04,3.3041,3.1392
头儿,60.01,3.3038,2.738
叫做,60.01,3.3038,3.1477
猪,59.95,3.3034,2.9365
感激,59.92,3.3032,3.1641
随,59.62,3.301,3.1605
中国,59.44,3.2997,2.8831
牛,59.32,3.2989,2.9643
瓶,59.29,3.2986,3.0881
蛋糕,59.23,3.2982,2.9186
吸,59.2,3.298,3.0338
顺利,59.17,3.2978,3.1626
死者,59.14,3.2975,2.8293
傻瓜,59.05,3.2969,3.0973
英里,58.99,3.2964,3.0082
嫁,58.99,3.2964,3.0445
挑战,58.93,3.296,2.9425
死去,58.84,3.2953,3.1062
上去,58.81,3.2951,3.1449
七,58.78,3.2949,3.0592
职业,58.58,3.2934,3.092
菜,58.52,3.2929,3.0469
改,58.49,3.2927,3.1235
地址,58.4,3.292,3.0806
意,58.4,3.292,3.1508
赚,58.4,3.292,3.0799
不少,58.31,3.2914,3.1569
地狱,58.16,3.2903,2.9773
于是,58.13,3.29,3.0697
自我,58.13,3.29,3.1294
非,58.07,3.2896,3.1504
对付,58.07,3.2896,3.1261
好事,58.04,3.2894,3.1697
唔,58.04,3.2894,2.7604
元,57.98,3.2889,2.8982
祈祷,57.98,3.2889,3.0445
编,57.92,3.2885,2.945
收拾,57.86,3.288,3.1303
客人,57.8,3.2876,3.0686
状态,57.77,3.2874,3.1119
战,57.71,3.2869,2.985
亚,57.65,3.2865,2.8215
周围,57.59,3.286,3.1726
报道,57.56,3.2858,2.9595
戏,57.5,3.2853,3.0504
参与,57.38,3.2844,3.1086
运动,57.32,3.284,3.0382
彼此,57.23,3.2833,3.1055
荣幸,57.2,3.2831,3.1335
会议,57.17,3.2828,2.9745
到达,57.14,3.2826,3.0318
爬,57.11,3.2824,3.077
赌,57.11,3.2824,2.9465
显示,57.08,3.2822,3.0955
队伍,57.06,3.2819,2.8109
立刻,57.03,3.2817,3.0835
绝不,57,3.2815,3.1436
舞台,56.97,3.2813,2.7597
吐,56.97,3.2813,3.0565
奶奶,56.94,3.281,2.8657
配,56.91,3.2808,3.1206
取消,56.88,3.2806,3.0719
离婚,56.85,3.2804,2.9562
等待,56.85,3.2804,3.1212
爱情,56.82,3.2801,2.9841
尽力,56.82,3.2801,3.1498
十分,56.64,3.2788,3.0637
尊重,56.64,3.2788,3.0896
教授,56.58,3.2783,2.7839
去年,56.55,3.2781,3.1113
语,56.4,3.2769,2.9956
超过,56.37,3.2767,3.1261
丝,56.34,3.2765,2.9133
开车,56.28,3.276,3.0874
仍,56.22,3.2755,3.0959
寄,56.22,3.2755,3.0488
器,56.22,3.2755,2.9903
聊,56.16,3.2751,3.1089
指纹,56.01,3.2739,2.8543
庆祝,55.98,3.2737,3.0906
住手,55.95,3.2735,3.0065
娘,55.86,3.2728,2.9996
偶像,55.83,3.2725,2.5843
同志,55.83,3.2725,2.7597
裤子,55.77,3.2721,3.0212
军队,55.74,3.2718,2.9031
假装,55.74,3.2718,3.1335
想起,55.71,3.2716,3.1392
侦探,55.71,3.2716,2.8388
狂,55.71,3.2716,3.0976
拖,55.36,3.2688,3.1055
实验室,55.24,3.2679,2.8876
顺便,55.24,3.2679,3.1649
吹,55,3.266,3.0584
害,54.94,3.2655,3.0924
或是,54.91,3.2653,3.0785
修,54.91,3.2653,3.0183
在乎,54.85,3.2648,3.1035
无聊,54.82,3.2646,3.1014
状况,54.79,3.2643,3.099
目的,54.7,3.2636,3.1136
恶魔,54.67,3.2634,2.8069
确保,54.64,3.2632,3.1307
心脏,54.55,3.2625,2.9036
似的,54.46,3.2617,3.1274
舞会,54.43,3.2615,2.7597
急,54.43,3.2615,3.1265
风,54.37,3.261,3.058
耍,54.37,3.261,3.1014
罗,54.34,3.2608,2.8609
家族,54.31,3.2605,2.9294
慢慢,54.25,3.2601,3.1239
低,54.25,3.2601,3.1021
剩,54.22,3.2598,3.1045
战斗,54.16,3.2594,2.8987
饭,54.04,3.2584,3.0785
脑,54.01,3.2582,3.0438
复杂,54.01,3.2582,3.1186
社会,53.81,3.2565,3.0512
烦,53.78,3.2562,3.1096
故意,53.75,3.256,3.1196
邻居,53.75,3.256,3.0422
今年,53.72,3.2558,3.0269
调,53.69,3.2555,3.0777
心里,53.69,3.2555,3.1222
展示,53.69,3.2555,2.9699
意大利,53.66,3.2553,2.9455
起诉,53.63,3.255,2.9445
哥,53.6,3.2548,2.959
好人,53.6,3.2548,3.1209
国王,53.6,3.2548,2.6561
长大,53.57,3.2545,3.1255
类,53.48,3.2538,3.0645
交给,53.36,3.2529,3.1143
瑞,53.33,3.2526,2.5866
尿,53.3,3.2524,2.9547
屎,53.27,3.2521,2.9196
陪审团,53.18,3.2514,2.6609
项目,53.15,3.2512,2.8768
集中,53.06,3.2504,3.0813
实话,53.06,3.2504,3.1103
表情,53,3.2499,3.0035
冒险,52.97,3.2497,3.0817
好处,52.94,3.2494,3.1329
格,52.94,3.2494,2.9212
左,52.85,3.2487,2.9523
海,52.82,3.2485,2.9004
吸血鬼,52.76,3.248,2.4065
胜利,52.73,3.2477,2.9671
竟然,52.67,3.2472,3.0993
普通,52.61,3.2467,3.0976
官,52.58,3.2465,2.8627
直,52.52,3.246,3.0382
表示,52.49,3.2458,3.1079
印象,52.4,3.245,3.0973
出生,52.26,3.2438,3.0839
进展,52.23,3.2435,3.1045
估计,52.11,3.2425,3.091
乐,52.08,3.2423,3.0434
地点,52.05,3.242,3.0531
经理,52.02,3.2418,2.8657
轻松,51.99,3.2415,3.0955
乐意,51.99,3.2415,3.1339
作用,51.84,3.2403,3.0941
右,51.81,3.24,2.9557
举,51.81,3.24,3.0484
安,51.78,3.2398,2.9009
期待,51.75,3.2395,3.0948
师,51.69,3.239,2.9289
小伙子,51.69,3.239,3.003
保险,51.66,3.2388,2.9754
天使,51.66,3.2388,2.8808
落,51.66,3.2388,3.1176
难以置信,51.63,3.2385,3.0874
录,51.63,3.2385,2.9926
单独,51.63,3.2385,3.1212
反,51.6,3.2383,3.0523
队长,51.6,3.2383,2.7642
著名,51.54,3.2378,3.0828
理,51.54,3.2378,3.0864
日本,51.51,3.2375,2.7536
专家,51.48,3.2373,3.0618
为止,51.45,3.237,3.1248
具,51.39,3.2365,3.0191
墨西哥,51.36,3.2363,2.8573
旅馆,51.33,3.236,2.9253
邪恶,51.27,3.2355,2.9504
赶快,51.21,3.235,3.0719
不知,51.18,3.2348,3.1004
更加,51.18,3.2348,3.0828
层,51.15,3.2345,3.0048
挖,51.15,3.2345,2.9643
好几,51.09,3.234,3.1377
风格,51.06,3.2338,2.9518
免费,51.06,3.2338,3.0492
追踪,51,3.2333,2.9547
伤心,51,3.2333,3.0726
每次,51,3.2333,3.1232
报纸,50.97,3.233,2.9917
机器,50.94,3.2327,2.9263
式,50.94,3.2327,3.0708
塞,50.91,3.2325,3.0473
解雇,50.77,3.2312,2.8663
颜色,50.77,3.2312,3.0561
好莱坞,50.74,3.231,2.7466
无关,50.71,3.2307,3.0952
时光,50.68,3.2304,3.0504
记者,50.65,3.2302,2.8525
方,50.62,3.2299,2.9609
尽快,50.62,3.2299,3.1055
价值,50.59,3.2297,3.0799
仔细,50.56,3.2294,3.1059
巧克力,50.47,3.2287,2.9279
女生,50.38,3.2279,2.8899
挑,50.35,3.2276,3.0693
辣,50.35,3.2276,2.9581
互相,50.32,3.2274,3.1028
切,50.32,3.2274,2.9465
招,50.32,3.2274,3.0748
炸,50.29,3.2271,2.9777
墙,50.29,3.2271,2.9943
流,50.17,3.2261,3.0755
厕所,50.14,3.2258,3.0199
无辜,50.11,3.2256,2.9881
彻底,50.08,3.2253,3.1103
搭,50.05,3.2251,3.0523
相,50.02,3.2248,3.0748
权,49.96,3.2243,3.0508
翻,49.96,3.2243,3.07
摆,49.9,3.2238,3.003
过程,49.87,3.2235,3.0885
上次,49.84,3.2232,3.1169
申请,49.72,3.2222,2.9791
压,49.69,3.2219,3.0674
手上,49.69,3.2219,3.0899
烤,49.66,3.2217,2.9759
请求,49.63,3.2214,3.0342
原,49.54,3.2206,3.0338
圣诞节,49.54,3.2206,2.7559
某些,49.51,3.2204,3.0948
人民,49.51,3.2204,2.8531
恐惧,49.45,3.2198,2.9956
谈论,49.36,3.2191,3.0686
命运,49.36,3.2191,2.9745
小组,49.33,3.2188,2.9191
引起,49.25,3.218,3.0752
发展,49.19,3.2175,3.0853
分子,49.16,3.2172,2.8645
白人,49.04,3.2162,2.8363
惊讶,48.98,3.2156,3.081
灯,48.98,3.2156,2.9991
桌子,48.92,3.2151,3.0527
巴,48.86,3.2146,2.8488
毕业,48.83,3.2143,2.9727
练习,48.8,3.214,2.9708
