Character,CHR/million,logCHR,logCHR-CD
拎,1.86,1.9395,1.8692
镳,1.86,1.9395,1.8692
孀,1.86,1.9395,1.8451
瞥,1.86,1.9395,1.8865
抒,1.86,1.9395,1.8325
彪,1.84,1.9345,1.7853
壕,1.84,1.9345,1.6812
蒲,1.84,1.9345,1.5911
蛆,1.84,1.9345,1.7559
佼,1.84,1.9345,1.6021
萦,1.84,1.9345,1.8751
咀,1.81,1.9294,1.7782
簸,1.81,1.9294,1.8513
倚,1.81,1.9294,1.7559
珉,1.81,1.9294,0.9542
腋,1.81,1.9294,1.8129
臼,1.81,1.9294,1.8261
氰,1.79,1.9243,1.6128
啄,1.79,1.9243,1.6812
汹,1.79,1.9243,1.7993
朔,1.79,1.9243,1.3802
倩,1.77,1.9191,1.0414
叁,1.77,1.9191,1.3802
炯,1.77,1.9191,1.2041
滕,1.77,1.9191,1.3424
钚,1.77,1.9191,1.5315
暧,1.77,1.9191,1.8513
晦,1.77,1.9191,1.8751
灸,1.77,1.9191,1.7076
婷,1.77,1.9191,1.1139
珈,1.77,1.9191,1.7482
缀,1.77,1.9191,1.7634
兢,1.75,1.9138,1.5563
擂,1.75,1.9138,1.6812
坍,1.75,1.9138,1.716
円,1.75,1.9138,1.0414
掂,1.75,1.9138,1.7482
疡,1.75,1.9138,1.7076
鼹,1.75,1.9138,1.4771
蟆,1.75,1.9138,1.6812
惬,1.73,1.9085,1.8513
蜗,1.73,1.9085,1.6335
畔,1.73,1.9085,1.8129
蓓,1.73,1.9085,1.2304
纺,1.73,1.9085,1.8195
刽,1.73,1.9085,1.8129
湛,1.71,1.9031,1.7993
玑,1.71,1.9031,1.0792
跛,1.71,1.9031,1.6232
峙,1.71,1.9031,1.8062
扪,1.71,1.9031,1.8808
笠,1.71,1.9031,0.9031
乍,1.71,1.9031,1.8129
氟,1.71,1.9031,1.6628
芋,1.69,1.8976,1.7404
沌,1.69,1.8976,1.6812
辗,1.69,1.8976,1.7924
倔,1.69,1.8976,1.8129
炙,1.69,1.8976,1.8451
飚,1.67,1.8921,1.7324
澈,1.67,1.8921,1.6721
斋,1.67,1.8921,1.6128
霓,1.67,1.8921,1.5798
绢,1.67,1.8921,1.3802
抠,1.64,1.8865,1.7924
呣,1.64,1.8865,1.5911
筏,1.64,1.8865,1.6628
渥,1.64,1.8865,1.6021
酊,1.64,1.8865,1.8388
崛,1.64,1.8865,1.7853
钛,1.64,1.8865,1.7559
刁,1.64,1.8865,1.8129
辍,1.64,1.8865,1.8513
厥,1.62,1.8808,1.8261
匣,1.62,1.8808,1.7782
棱,1.62,1.8808,1.8062
啸,1.62,1.8808,1.7993
腮,1.62,1.8808,1.7482
缄,1.62,1.8808,1.8633
弼,1.6,1.8751,0.7782
贮,1.6,1.8751,1.6628
汞,1.6,1.8751,1.3979
涮,1.6,1.8751,1.7782
蹂,1.6,1.8751,1.8325
躏,1.6,1.8751,1.8325
缕,1.6,1.8751,1.8129
蓉,1.6,1.8751,1.3802
舆,1.6,1.8751,1.8129
黯,1.58,1.8692,1.8451
蜚,1.58,1.8692,1.8062
慑,1.58,1.8692,1.7634
妲,1.56,1.8633,1.1761
殷,1.56,1.8633,1.7559
啵,1.56,1.8633,1.4771
纫,1.56,1.8633,1.699
酝,1.56,1.8633,1.8195
褒,1.56,1.8633,1.8062
蘸,1.56,1.8633,1.7404
琉,1.56,1.8633,1.2788
槌,1.56,1.8633,1.7924
霆,1.56,1.8633,1.8388
蚕,1.56,1.8633,1.5563
亢,1.56,1.8633,1.716
灶,1.54,1.8573,1.7404
偌,1.54,1.8573,1.1761
暮,1.54,1.8573,1.7924
烯,1.54,1.8573,1.6812
蠕,1.54,1.8573,1.6721
蛾,1.54,1.8573,1.6902
钾,1.54,1.8573,1.6628
侃,1.54,1.8573,1.7076
眈,1.54,1.8573,1.5315
鹑,1.52,1.8513,1.5563
赁,1.52,1.8513,1.7709
仨,1.52,1.8513,1.7634
抨,1.52,1.8513,1.7482
颓,1.52,1.8513,1.8062
屌,1.52,1.8513,1.6532
潦,1.52,1.8513,1.8261
镰,1.52,1.8513,1.5185
俚,1.52,1.8513,1.7482
魇,1.52,1.8513,1.7853
秦,1.52,1.8513,1.2788
鹌,1.52,1.8513,1.5563
胱,1.49,1.8451,1.7924
邂,1.49,1.8451,1.8195
巩,1.49,1.8451,1.8062
逅,1.49,1.8451,1.8195
胯,1.49,1.8451,1.7076
奠,1.49,1.8451,1.8062
撵,1.49,1.8451,1.7782
垢,1.49,1.8451,1.716
藩,1.49,1.8451,1.1461
锣,1.47,1.8388,1.5315
眸,1.47,1.8388,1.7076
歼,1.47,1.8388,1.7324
漓,1.45,1.8325,1.7993
枷,1.45,1.8325,1.7482
昊,1.45,1.8325,1.2041
秉,1.45,1.8325,1.5798
蜷,1.45,1.8325,1.7993
嗬,1.45,1.8325,1.5441
潢,1.45,1.8325,1.716
蜻,1.45,1.8325,1.3222
凋,1.45,1.8325,1.7782
漉,1.45,1.8325,1.5185
坂,1.45,1.8325,1.415
蔗,1.43,1.8261,1.3222
掳,1.43,1.8261,1.716
斟,1.43,1.8261,1.7559
萍,1.43,1.8261,1.1461
疟,1.43,1.8261,1.6021
窦,1.43,1.8261,1.6628
町,1.43,1.8261,1.4914
涎,1.43,1.8261,1.7853
蜓,1.43,1.8261,1.3222
疝,1.43,1.8261,1.6232
荳,1.41,1.8195,0
冗,1.41,1.8195,1.7482
怂,1.41,1.8195,1.8062
蕴,1.41,1.8195,1.7709
酵,1.41,1.8195,1.7243
缔,1.41,1.8195,1.7634
渝,1.39,1.8129,1.7324
荆,1.39,1.8129,1.716
漩,1.39,1.8129,1.716
遏,1.39,1.8129,1.7634
惋,1.39,1.8129,1.7924
喃,1.39,1.8129,1.5315
滓,1.39,1.8129,1.7482
孢,1.37,1.8062,1.5441
讬,1.37,1.8062,1.3617
缎,1.37,1.8062,1.7324
嚯,1.37,1.8062,1.5315
芹,1.37,1.8062,1.6435
悖,1.37,1.8062,1.7634
鳍,1.37,1.8062,1.5682
弛,1.37,1.8062,1.7324
仕,1.34,1.7993,1.6335
骏,1.34,1.7993,1.415
酩,1.34,1.7993,1.7782
昼,1.34,1.7993,1.699
莺,1.34,1.7993,1.4771
妊,1.34,1.7993,1.6021
膳,1.34,1.7993,1.6128
沥,1.34,1.7993,1.7243
撅,1.32,1.7924,1.7482
曙,1.32,1.7924,1.699
俳,1.32,1.7924,1.1761
札,1.32,1.7924,1.415
澜,1.32,1.7924,1.7482
鳞,1.32,1.7924,1.7076
碉,1.32,1.7924,1.5315
蟋,1.32,1.7924,1.5563
蟀,1.32,1.7924,1.5563
陡,1.32,1.7924,1.6812
譬,1.32,1.7924,1.6628
鳗,1.32,1.7924,1.5682
呯,1.32,1.7924,1.3424
燮,1.32,1.7924,0.9542
搀,1.32,1.7924,1.7404
蜇,1.32,1.7924,1.3802
豺,1.32,1.7924,1.4472
迸,1.32,1.7924,1.7559
孪,1.3,1.7853,1.6435
朦,1.3,1.7853,1.6435
敖,1.3,1.7853,1.4624
鳟,1.3,1.7853,1.2553
徙,1.3,1.7853,1.6128
殆,1.3,1.7853,1.7634
眶,1.3,1.7853,1.7634
惚,1.3,1.7853,1.7482
娠,1.3,1.7853,1.5911
桅,1.3,1.7853,1.4771
盥,1.28,1.7782,1.6902
咫,1.28,1.7782,1.7324
憧,1.28,1.7782,1.7076
狈,1.28,1.7782,1.7559
傢,1.28,1.7782,1.3424
觊,1.28,1.7782,1.7243
臆,1.28,1.7782,1.699
恿,1.28,1.7782,1.7634
窑,1.26,1.7709,1.3222
翡,1.26,1.7709,1.5185
讥,1.26,1.7709,1.6812
秤,1.26,1.7709,1.6435
咩,1.26,1.7709,1.4314
竺,1.26,1.7709,1.1139
蔚,1.26,1.7709,1.4624
憬,1.26,1.7709,1.699
锢,1.26,1.7709,1.7243
帷,1.26,1.7709,1.7243
悸,1.26,1.7709,1.6812
轧,1.26,1.7709,1.6628
觎,1.26,1.7709,1.716
熠,1.24,1.7634,1.4314
俑,1.24,1.7634,1.6335
睽,1.24,1.7634,1.4472
禀,1.24,1.7634,1.6721
锹,1.24,1.7634,1.5798
酌,1.24,1.7634,1.6902
瓢,1.24,1.7634,1.5911
芜,1.24,1.7634,1.699
蛊,1.24,1.7634,1.6812
隘,1.24,1.7634,1.7076
翱,1.24,1.7634,1.6902
茹,1.24,1.7634,1.3802
匡,1.22,1.7559,1.5051
沅,1.22,1.7559,0
噱,1.22,1.7559,1.716
蚱,1.22,1.7559,1.699
苣,1.22,1.7559,1.6021
磐,1.22,1.7559,1.4314
帧,1.22,1.7559,1.4314
摁,1.22,1.7559,1.6721
俐,1.22,1.7559,1.6812
蟒,1.22,1.7559,1.5798
瞰,1.22,1.7559,1.7243
弩,1.2,1.7482,1.5315
獾,1.2,1.7482,1.5051
哉,1.2,1.7482,1.415
孛,1.2,1.7482,0.301
坷,1.2,1.7482,1.7076
娣,1.2,1.7482,0.6021
噻,1.2,1.7482,1.6128
柚,1.2,1.7482,1.6335
孰,1.2,1.7482,1.5441
馁,1.2,1.7482,1.716
澎,1.2,1.7482,1.6902
苇,1.17,1.7404,1.1139
镁,1.17,1.7404,1.6232
毡,1.17,1.7404,1.6812
涤,1.17,1.7404,1.6335
剌,1.17,1.7404,1.415
箔,1.17,1.7404,1.5441
嘞,1.17,1.7404,1.6812
蜊,1.17,1.7404,1.3979
暹,1.17,1.7404,1.3802
摒,1.17,1.7404,1.6721
锏,1.17,1.7404,1.6721
篓,1.17,1.7404,1.6532
祐,1.15,1.7324,0.8451
葫,1.15,1.7324,1.6812
娴,1.15,1.7324,1.5051
冉,1.15,1.7324,1.415
腱,1.15,1.7324,1.5441
栈,1.15,1.7324,1.6335
砾,1.15,1.7324,1.6335
辘,1.15,1.7324,1.4624
迂,1.15,1.7324,1.6812
劾,1.13,1.7243,1.5051
瞅,1.13,1.7243,1.5563
珂,1.13,1.7243,1.1761
沈,1.13,1.7243,1.2553
捱,1.13,1.7243,1.6532
蟾,1.13,1.7243,1.3222
槛,1.13,1.7243,1.6902
囔,1.13,1.7243,1.5563
臊,1.13,1.7243,1.6812
撩,1.13,1.7243,1.6902
琛,1.13,1.7243,0.699
汲,1.11,1.716,1.5563
睐,1.11,1.716,1.6902
腑,1.11,1.716,1.6902
搪,1.11,1.716,1.5441
蛀,1.11,1.716,1.5798
檀,1.11,1.716,1.301
湃,1.11,1.716,1.6628
颞,1.11,1.716,1.5315
颧,1.11,1.716,1.6232
怠,1.11,1.716,1.6628
阂,1.11,1.716,1.6812
椿,1.11,1.716,0.6021
嘈,1.11,1.716,1.6532
踵,1.11,1.716,1.716
螳,1.11,1.716,1.3979
悴,1.11,1.716,1.6812
搔,1.11,1.716,1.6021
皿,1.09,1.7076,1.6435
碘,1.09,1.7076,1.5315
奚,1.09,1.7076,1.6628
诲,1.09,1.7076,1.6021
蜍,1.09,1.7076,1.301
铀,1.09,1.7076,1.4624
胧,1.09,1.7076,1.5911
憔,1.09,1.7076,1.6721
胫,1.09,1.7076,1.5798
炽,1.09,1.7076,1.6435
绶,1.09,1.7076,1.1139
眯,1.09,1.7076,1.5911
酚,1.09,1.7076,1.5441
梆,1.09,1.7076,1.3617
艮,1.09,1.7076,1.415
鲤,1.09,1.7076,1.4472
鞑,1.09,1.7076,0.9542
鸵,1.09,1.7076,1.3979
羯,1.07,1.699,0.9542
鸿,1.07,1.699,1.6435
籽,1.07,1.699,1.5563
幺,1.07,1.699,0.8451
忡,1.07,1.699,1.3617
粟,1.07,1.699,1.3979
跺,1.07,1.699,1.5051
矣,1.07,1.699,1.6435
裳,1.07,1.699,1.3979
牒,1.07,1.699,1.6128
彷,1.07,1.699,1.5682
畴,1.07,1.699,1.6628
鬓,1.07,1.699,1.5315
戛,1.07,1.699,1.2041
菸,1.07,1.699,0.9031
傣,1.05,1.6902,0.6021
妾,1.05,1.6902,1.3802
莴,1.05,1.6902,1.5441
捶,1.05,1.6902,1.6128
闵,1.05,1.6902,0.9031
惘,1.05,1.6902,1.6812
鸳,1.05,1.6902,1.6721
蜕,1.05,1.6902,1.5911
鸯,1.05,1.6902,1.6721
钵,1.05,1.6902,1.3802
颐,1.05,1.6902,1.6721
淀,1.05,1.6902,1.6021
偕,1.05,1.6902,1.6812
峭,1.05,1.6902,1.5563
楷,1.05,1.6902,1.5682
镍,1.02,1.6812,1.415
汐,1.02,1.6812,1.5185
麋,1.02,1.6812,1.5563
蕃,1.02,1.6812,1.4914
俞,1.02,1.6812,1.0414
瞭,1.02,1.6812,1.4624
轶,1.02,1.6812,1.5563
嗤,1,1.6721,1.3424
鳏,1,1.6721,1.6021
垄,1,1.6721,1.5682
旬,0.98,1.6628,1.5911
瞻,0.98,1.6628,1.6021
穗,0.98,1.6628,1.2041
笃,0.98,1.6628,1.5315
嘢,0.98,1.6628,1.2304
痿,0.98,1.6628,1.5185
寥,0.98,1.6628,1.3979
羟,0.98,1.6628,1.5051
栩,0.98,1.6628,1.3424
痔,0.98,1.6628,1.5682
哞,0.98,1.6628,1.2553
祂,0.98,1.6628,1.1461
榆,0.98,1.6628,1.4624
拚,0.98,1.6628,1.5798
嬷,0.98,1.6628,1.0792
肴,0.96,1.6532,1.5911
祀,0.96,1.6532,1.5563
蕊,0.96,1.6532,1.3424
咝,0.96,1.6532,1.2304
偎,0.96,1.6532,1.5798
砌,0.96,1.6532,1.5682
镀,0.96,1.6532,1.5682
麸,0.94,1.6435,1.3222
笋,0.94,1.6435,1.5051
缭,0.94,1.6435,1.6021
鹫,0.94,1.6435,1.4771
琥,0.94,1.6435,1.4624
恪,0.94,1.6435,1.6021
雍,0.94,1.6435,1.2553
惮,0.94,1.6435,1.5798
砷,0.94,1.6435,1.1461
澪,0.94,1.6435,0
瓮,0.94,1.6435,1.5185
锌,0.92,1.6335,1.415
椭,0.92,1.6335,1.5441
崴,0.92,1.6335,1.2304
芸,0.92,1.6335,1.2788
禧,0.92,1.6335,1.301
掣,0.92,1.6335,1.2304
缰,0.92,1.6335,1.5563
柑,0.92,1.6335,1.4314
俭,0.92,1.6335,1.6021
嗖,0.92,1.6335,1.4771
碴,0.92,1.6335,1.6021
蹶,0.92,1.6335,1.6021
湮,0.9,1.6232,1.5051
媲,0.9,1.6232,1.6128
氦,0.9,1.6232,1.3802
儆,0.9,1.6232,1.5911
邱,0.9,1.6232,1.2788
哝,0.9,1.6232,1.5315
稠,0.9,1.6232,1.4914
颌,0.9,1.6232,1.3979
茴,0.9,1.6232,1.301
弈,0.9,1.6232,1.3802
朕,0.9,1.6232,0.6021
沆,0.9,1.6232,0.9542
倘,0.9,1.6232,1.5315
绚,0.9,1.6232,1.5682
缮,0.9,1.6232,1.4914
岖,0.9,1.6232,1.4771
籁,0.9,1.6232,1.5798
蝉,0.88,1.6128,1.5563
怦,0.88,1.6128,1.3222
倪,0.88,1.6128,1.5185
诧,0.88,1.6128,1.5911
镊,0.88,1.6128,1.5315
鳕,0.88,1.6128,1.4472
晙,0.88,1.6128,0
嗣,0.88,1.6128,1.415
牠,0.88,1.6128,1.1139
闩,0.88,1.6128,1.5682
睑,0.88,1.6128,1.4624
蛰,0.88,1.6128,1.3617
傧,0.85,1.6021,1.3979
髋,0.85,1.6021,1.5441
猖,0.85,1.6021,1.5798
铵,0.85,1.6021,1.3424
牟,0.85,1.6021,1.5682
兀,0.85,1.6021,1.2041
轩,0.85,1.6021,1.2041
寰,0.85,1.6021,1.5441
沧,0.85,1.6021,1.5441
洼,0.85,1.6021,1.3979
佯,0.85,1.6021,1.4472
霰,0.85,1.6021,1.5441
镣,0.85,1.6021,1.5185
鞘,0.85,1.6021,1.5798
瀚,0.83,1.5911,1.4314
榔,0.83,1.5911,1.3617
蔷,0.83,1.5911,1.1461
癞,0.83,1.5911,1.4472
讧,0.83,1.5911,1.5798
襟,0.83,1.5911,1.5315
吕,0.83,1.5911,1.3979
噼,0.83,1.5911,1.5051
霞,0.83,1.5911,1.3424
疆,0.83,1.5911,1.5315
裱,0.81,1.5798,1.3424
屹,0.81,1.5798,1.5315
桐,0.81,1.5798,1.0792
馋,0.81,1.5798,1.4914
摞,0.81,1.5798,1.5315
蚪,0.81,1.5798,1.415
浊,0.81,1.5798,1.5682
铤,0.81,1.5798,1.5441
瘁,0.81,1.5798,1.5682
甄,0.81,1.5798,1.3222
蝌,0.81,1.5798,1.415
麝,0.79,1.5682,1.4914
徨,0.79,1.5682,1.4624
腆,0.79,1.5682,1.5315
杵,0.79,1.5682,1.5051
啮,0.79,1.5682,1.5051
焙,0.79,1.5682,1.415
皈,0.79,1.5682,1.5185
攘,0.79,1.5682,1.2553
婕,0.79,1.5682,0.6021
篾,0.79,1.5682,0.4771
囧,0.79,1.5682,1.4314
雹,0.77,1.5563,1.3424
窕,0.77,1.5563,1.4624
琵,0.77,1.5563,0.9542
疣,0.77,1.5563,1.4472
窈,0.77,1.5563,1.4624
屄,0.77,1.5563,1.1461
褂,0.77,1.5563,1.4624
鲶,0.77,1.5563,1.3617
沓,0.77,1.5563,1.5315
罂,0.77,1.5563,1.1461
唁,0.77,1.5563,1.4472
涸,0.77,1.5563,1.4624
蹿,0.75,1.5441,1.5185
簇,0.75,1.5441,1.4314
煲,0.75,1.5441,1.4314
聂,0.75,1.5441,0.9031
垠,0.75,1.5441,1.3802
腼,0.75,1.5441,1.5051
矜,0.75,1.5441,1.4624
卤,0.75,1.5441,1.4472
耙,0.75,1.5441,1.4624
镭,0.75,1.5441,1.4624
咂,0.75,1.5441,0.8451
娄,0.75,1.5441,1.3222
抡,0.75,1.5441,1.3617
箴,0.75,1.5441,1.4314
吡,0.73,1.5315,1.2553
渚,0.73,1.5315,0.4771
霾,0.73,1.5315,1.5185
谀,0.73,1.5315,1.4624
诃,0.73,1.5315,1.3222
揩,0.73,1.5315,1.4771
搽,0.73,1.5315,1.4472
曳,0.73,1.5315,1.4914
攥,0.73,1.5315,1.4771
邃,0.73,1.5315,1.4914
衩,0.73,1.5315,1.3979
糜,0.73,1.5315,1.4314
荼,0.73,1.5315,1.415
蚓,0.73,1.5315,1.2553
雯,0.73,1.5315,1.0414
孜,0.73,1.5315,1.301
凱,0.73,1.5315,0
褥,0.73,1.5315,1.3979
蚯,0.73,1.5315,1.2553
蝗,0.73,1.5315,1.4624
犸,0.73,1.5315,1.1139
掴,0.73,1.5315,1.1761
窿,0.7,1.5185,1.4771
赊,0.7,1.5185,1.4624
挝,0.7,1.5185,1.301
咿,0.7,1.5185,1.3222
蓟,0.7,1.5185,1.3617
馏,0.7,1.5185,1.3617
肓,0.7,1.5185,1.5051
鲈,0.7,1.5185,1.4314
堑,0.7,1.5185,1.4314
笺,0.7,1.5185,1.3802
镐,0.7,1.5185,1.301
鯊,0.7,1.5185,0
岱,0.7,1.5185,1.0414
憩,0.7,1.5185,1.4914
舀,0.68,1.5051,1.3802
岐,0.68,1.5051,0.7782
犁,0.68,1.5051,1.2553
锄,0.68,1.5051,1.415
摺,0.68,1.5051,1
璧,0.68,1.5051,1.415
鹊,0.68,1.5051,1.3979
肽,0.68,1.5051,1.3617
蔻,0.68,1.5051,1.3424
哆,0.68,1.5051,1.3979
玖,0.68,1.5051,0.6021
龈,0.68,1.5051,1.415
蚌,0.68,1.5051,1.2041
莅,0.68,1.5051,1.4472
痢,0.68,1.5051,1.3979
铂,0.68,1.5051,1.2304
溉,0.66,1.4914,1.3979
璨,0.66,1.4914,1.3802
榻,0.66,1.4914,1.3979
瑛,0.66,1.4914,0.699
屐,0.66,1.4914,1.1139
亘,0.66,1.4914,1.2553
梧,0.66,1.4914,1.4624
璀,0.66,1.4914,1.3802
鲱,0.66,1.4914,1.301
欸,0.66,1.4914,1.2304
槲,0.66,1.4914,1.3617
阎,0.66,1.4914,1.3802
啜,0.66,1.4914,1.4314
砧,0.66,1.4914,1.4314
箩,0.66,1.4914,1.2788
遐,0.66,1.4914,1.4771
黝,0.66,1.4914,1.3979
铊,0.66,1.4914,0.699
叟,0.66,1.4914,1.2304
犊,0.66,1.4914,1.3979
湍,0.66,1.4914,1.3802
囤,0.64,1.4771,1.4624
唸,0.64,1.4771,0.9542
垣,0.64,1.4771,0.9542
顷,0.64,1.4771,1.415
踮,0.64,1.4771,1.3979
祛,0.64,1.4771,1.3424
饯,0.64,1.4771,1.3617
暄,0.64,1.4771,1.3802
猡,0.64,1.4771,1.2553
骋,0.64,1.4771,1.4472
杞,0.64,1.4771,1.4624
擤,0.64,1.4771,1.415
拄,0.64,1.4771,1.4314
攫,0.64,1.4771,1.4771
梓,0.64,1.4771,0.4771
跻,0.64,1.4771,1.4472
佻,0.64,1.4771,1.4314
嗞,0.64,1.4771,0.7782
匍,0.64,1.4771,1.3802
懵,0.64,1.4771,1.4314
莳,0.64,1.4771,1.0792
徵,0.64,1.4771,1.2304
迥,0.64,1.4771,1.3979
蜀,0.62,1.4624,1.3424
菱,0.62,1.4624,1.3617
樽,0.62,1.4624,0.4771
吋,0.62,1.4624,1.3979
樊,0.62,1.4624,0.8451
榭,0.62,1.4624,1.1461
瑙,0.62,1.4624,1.2304
锂,0.62,1.4624,1.2553
磋,0.62,1.4624,1.3979
硷,0.62,1.4624,0.9542
戟,0.62,1.4624,1.2041
漾,0.62,1.4624,1.2304
纰,0.62,1.4624,1.4624
讷,0.62,1.4624,1.1139
奂,0.62,1.4624,1.3802
遁,0.6,1.4472,1.3617
楔,0.6,1.4472,1.3802
磊,0.6,1.4472,1.2304
踌,0.6,1.4472,1.415
吆,0.6,1.4472,1.3617
璜,0.6,1.4472,1.2041
躇,0.6,1.4472,1.415
璐,0.6,1.4472,1
辽,0.6,1.4472,1.301
掖,0.6,1.4472,1.415
铠,0.6,1.4472,1.2304
苜,0.6,1.4472,1.2553
谙,0.6,1.4472,1.3617
匐,0.6,1.4472,1.3617
拈,0.6,1.4472,1.4314
獠,0.6,1.4472,1.301
尻,0.6,1.4472,0.699
罔,0.58,1.4314,1.3979
馒,0.58,1.4314,1
庐,0.58,1.4314,1.4314
隼,0.58,1.4314,1.2553
荤,0.58,1.4314,1.3802
恃,0.58,1.4314,1.3424
鸠,0.58,1.4314,1.2788
麟,0.58,1.4314,0.6021
鲟,0.58,1.4314,1.1761
蟠,0.58,1.4314,0.8451
蓿,0.58,1.4314,1.2304
鹭,0.58,1.4314,0.9031
踱,0.58,1.4314,1.3424
诙,0.58,1.4314,1.4314
嗄,0.58,1.4314,0.699
铬,0.58,1.4314,1.3979
炊,0.58,1.4314,1.3617
癣,0.56,1.415,1.2788
彦,0.56,1.415,0.9542
焖,0.56,1.415,1.3424
孚,0.56,1.415,1.1461
夙,0.56,1.415,1.3617
宕,0.56,1.415,1.3617
胛,0.56,1.415,1.3802
孺,0.56,1.415,1.3222
叩,0.56,1.415,1.1761
錫,0.56,1.415,0.4771
蹼,0.56,1.415,1.2304
斌,0.56,1.415,0
瘴,0.56,1.415,1.3979
锉,0.56,1.415,1.3222
猝,0.56,1.415,1.3424
瞟,0.56,1.415,1.3424
绫,0.56,1.415,0.9031
泷,0.56,1.415,0.4771
铍,0.56,1.415,0.8451
钧,0.56,1.415,1.3802
荞,0.56,1.415,1.2553
堀,0.56,1.415,0.7782
醛,0.56,1.415,1.2553
泞,0.56,1.415,1.3222
渲,0.56,1.415,1.3979
掸,0.56,1.415,1.2788
纨,0.53,1.3979,1.3424
麒,0.53,1.3979,0.301
跚,0.53,1.3979,1.3802
遨,0.53,1.3979,1.3617
曰,0.53,1.3979,1.2788
藓,0.53,1.3979,1.2553
杭,0.53,1.3979,1.0792
靼,0.53,1.3979,0.7782
枣,0.53,1.3979,1.2788
蹒,0.53,1.3979,1.3802
搡,0.53,1.3979,1.301
禄,0.53,1.3979,1.301
拗,0.53,1.3979,1.301
荚,0.53,1.3979,1.2304
膈,0.53,1.3979,1.2553
鄂,0.53,1.3979,0.8451
卯,0.53,1.3979,1.3222
祉,0.53,1.3979,1.3802
犷,0.51,1.3802,1.3424
忑,0.51,1.3802,1.3424
蹑,0.51,1.3802,1.1139
嗳,0.51,1.3802,1.0792
姘,0.51,1.3802,1.3222
咲,0.51,1.3802,0.301
榛,0.51,1.3802,1.301
砒,0.51,1.3802,1.1761
涟,0.51,1.3802,1.2041
唏,0.51,1.3802,1.2304
掮,0.51,1.3802,1.1761
浃,0.51,1.3802,1.3617
珑,0.51,1.3802,1.3802
剐,0.51,1.3802,1.3802
笙,0.51,1.3802,1.0792
吔,0.51,1.3802,1.1761
岬,0.51,1.3802,1.1461
隠,0.51,1.3802,0
忐,0.51,1.3802,1.3424
鍔,0.51,1.3802,0
凛,0.51,1.3802,1.2041
臃,0.49,1.3617,1.301
饨,0.49,1.3617,1.2041
恣,0.49,1.3617,1.3424
楣,0.49,1.3617,1.2553
茁,0.49,1.3617,1.3617
吏,0.49,1.3617,0.9031
戊,0.49,1.3617,1.1761
讹,0.49,1.3617,1.2304
孑,0.49,1.3617,1.3222
麾,0.49,1.3617,1.3617
喙,0.49,1.3617,1.2041
匮,0.49,1.3617,1.3424
绮,0.49,1.3617,0.9542
卉,0.49,1.3617,1.1461
馄,0.49,1.3617,1.2041
弑,0.49,1.3617,1.2041
亟,0.47,1.3424,1.3222
廿,0.47,1.3424,1.0792
漪,0.47,1.3424,1.1761
鎬,0.47,1.3424,0
鳖,0.47,1.3424,1.3222
泯,0.47,1.3424,1.301
葆,0.47,1.3424,1.2788
杪,0.47,1.3424,0
诣,0.47,1.3424,1.3222
绔,0.47,1.3424,1.2788
翌,0.47,1.3424,1.1461
鹃,0.47,1.3424,1.2304
喆,0.47,1.3424,0.699
眺,0.47,1.3424,1.3222
烽,0.47,1.3424,1
杳,0.47,1.3424,1.3222
蚜,0.47,1.3424,0.4771
鹈,0.47,1.3424,1.1139
蜢,0.47,1.3424,1.2304
缛,0.47,1.3424,1.301
戾,0.47,1.3424,1.3222
谟,0.45,1.3222,0.9542
昱,0.45,1.3222,0
冀,0.45,1.3222,1.2304
獗,0.45,1.3222,1.3222
盂,0.45,1.3222,1.1761
谧,0.45,1.3222,1.2304
內,0.45,1.3222,0
衙,0.45,1.3222,0.9031
摹,0.45,1.3222,1.1461
徉,0.45,1.3222,1.2041
桓,0.45,1.3222,0.7782
徜,0.45,1.3222,1.2041
诌,0.45,1.3222,1.301
俎,0.45,1.3222,1.301
卍,0.45,1.3222,0.301
妩,0.45,1.3222,1.1761
峦,0.45,1.3222,1.2553
煥,0.45,1.3222,0
猕,0.45,1.3222,1.0792
剿,0.45,1.3222,1.2553
琅,0.45,1.3222,1.1461
甁,0.45,1.3222,1.0414
忱,0.45,1.3222,1.2788
璞,0.45,1.3222,1.1461
醍,0.45,1.3222,1.1139
桉,0.45,1.3222,1.1761
犒,0.45,1.3222,1.301
逖,0.45,1.3222,0.8451
绱,0.45,1.3222,0.301
螨,0.45,1.3222,0.7782
朧,0.45,1.3222,0
晟,0.43,1.301,0.699
惴,0.43,1.301,0.9542
潺,0.43,1.301,1
匝,0.43,1.301,1.0414
耘,0.43,1.301,1.2553
慵,0.43,1.301,1.2553
張,0.43,1.301,0
彛,0.43,1.301,0
恬,0.43,1.301,1.2788
飕,0.43,1.301,1
嗪,0.43,1.301,1.1761
臻,0.43,1.301,0.8451
楸,0.43,1.301,0.4771
姚,0.43,1.301,1
酣,0.43,1.301,1.301
隅,0.43,1.301,1.2788
斡,0.43,1.301,0.8451
锭,0.43,1.301,1.0792
狞,0.43,1.301,1.2041
鹕,0.41,1.2788,1.0792
燎,0.41,1.2788,1.2041
趸,0.41,1.2788,1.2304
舐,0.41,1.2788,1.1139
篑,0.41,1.2788,1.2788
踉,0.41,1.2788,1.0414
锷,0.41,1.2788,0.699
缥,0.41,1.2788,1.2553
跄,0.41,1.2788,1.0414
筵,0.41,1.2788,1.1139
